QB Value,QB Team,RB Value,RB Team,WR Value,WR Team,TE Value,TE Team,DT Value,DT Team,DE Value,DE Team,LB Value,LB Team,CB Value,CB Team,S Value,S Team,DL Value,DL Team,DB Value,DB Team
1.0294117647058822,2023 NEP,1.4629629629629628,2023 LAR,3.175,2022 PHI,1.8055555555555556,2022 MIN,2.7941176470588234,2021 HOU,2.5,2021 IND,2.176470588235294,2022 IND,3.019607843137255,2023 CHI,2.2941176470588234,2021 CAR,5.0,2023 MIA,5.166666666666666,2021 PHI
1.0294117647058822,2023 MIN,1.45,2023 DET,3.1666666666666665,2021 DAL,1.7941176470588236,2022 CAR,2.764705882352941,2021 CAR,2.473684210526316,2021 TBB,2.176470588235294,2023 CHI,3.0,2023 IND,2.2941176470588234,2023 CAR,5.0,2021 BUF,5.166666666666666,2023 LAR
1.0196078431372548,2023 NYJ,1.411764705882353,2022 ARI,3.1578947368421053,2021 TBB,1.7941176470588236,2023 ARI,2.7416666666666667,2022 PHI,2.473684210526316,2022 NYG,2.166666666666667,2022 DET,3.0,2023 ATL,2.2941176470588234,2023 WAS,5.0,2021 CAR,5.166666666666666,2021 GBP
1.0,2023 BAL,1.411764705882353,2022 DET,3.1470588235294117,2021 WAS,1.7941176470588236,2022 HOU,2.738095238095238,2021 CIN,2.4705882352941178,2021 NYJ,2.15,2023 SFO,3.0,2021 CIN,2.2941176470588234,2023 JAC,4.970588235294118,2021 DEN,5.166666666666666,2022 BAL
1.0,2021 IND,1.4019607843137254,2022 WAS,3.142857142857143,2023 KCC,1.7777777777777777,2021 PHI,2.735294117647059,2023 DEN,2.4705882352941178,2023 JAC,2.1372549019607843,2021 NOS,3.0,2023 DAL,2.264705882352941,2023 SEA,4.970588235294118,2023 NYG,5.157894736842105,2023 GBP
1.0,2023 GBP,1.3823529411764706,2023 WAS,3.1372549019607843,2021 HOU,1.75,2021 PIT,2.735294117647059,2022 TEN,2.4705882352941178,2021 MIA,2.1176470588235294,2022 ATL,3.0,2021 DEN,2.2549019607843137,2022 PIT,4.96078431372549,2022 HOU,5.156862745098039,2021 NYG
1.0,2023 ARI,1.368421052631579,2022 JAC,3.1176470588235294,2023 CIN,1.7352941176470589,2023 LVR,2.735294117647059,2021 DEN,2.4705882352941178,2023 NYG,2.1176470588235294,2022 NEP,3.0,2021 GBP,2.238095238095238,2021 LAR,4.958333333333334,2022 KCC,5.147058823529411,2021 DET
1.0,2022 TEN,1.368421052631579,2023 BUF,3.1176470588235294,2023 CAR,1.7352941176470589,2022 NYJ,2.7222222222222223,2022 MIA,2.4705882352941178,2022 CAR,2.111111111111111,2023 PHI,3.0,2023 NOS,2.235294117647059,2022 NOS,4.947368421052632,2021 TBB,5.147058823529411,2022 IND
1.0,2023 CAR,1.3627450980392157,2022 CHI,3.1176470588235294,2022 HOU,1.7058823529411764,2021 ATL,2.7058823529411766,2021 JAC,2.4411764705882355,2023 SEA,2.111111111111111,2022 BAL,3.0,2023 SFO,2.235294117647059,2023 ATL,4.944444444444445,2021 GBP,5.117647058823529,2023 LVR
1.0,2022 TBB,1.3611111111111112,2022 TBB,3.1176470588235294,2023 LAC,1.7058823529411764,2021 NYG,2.7058823529411766,2023 LAC,2.425,2023 SFO,2.111111111111111,2022 TBB,3.0,2021 TEN,2.235294117647059,2022 GBP,4.9411764705882355,2021 NYJ,5.117647058823529,2023 TEN
1.0,2022 WAS,1.3611111111111112,2021 DAL,3.111111111111111,2021 GBP,1.7058823529411764,2021 JAC,2.6944444444444446,2021 NEP,2.411764705882353,2023 WAS,2.1052631578947367,2021 TBB,3.0,2023 MIA,2.2222222222222223,2022 SEA,4.9411764705882355,2022 ARI,5.117647058823529,2022 TEN
1.0,2021 DET,1.3529411764705883,2022 LAR,3.1052631578947367,2022 CIN,1.6944444444444444,2022 BAL,2.6862745098039214,2022 LAR,2.388888888888889,2022 BAL,2.1052631578947367,2022 JAC,3.0,2021 LAC,2.210526315789474,2023 HOU,4.9411764705882355,2023 LAC,5.117647058823529,2022 PIT
1.0,2021 DAL,1.3529411764705883,2023 SEA,3.1052631578947367,2022 NYG,1.6842105263157894,2023 BUF,2.676470588235294,2021 MIN,2.3529411764705883,2022 LVR,2.088235294117647,2023 IND,2.980392156862745,2022 HOU,2.2058823529411766,2021 CHI,4.9411764705882355,2023 NOS,5.111111111111111,2021 TEN
1.0,2023 DAL,1.3529411764705883,2021 DET,3.1052631578947367,2023 HOU,1.6764705882352942,2022 DEN,2.666666666666667,2022 HOU,2.3421052631578947,2023 HOU,2.088235294117647,2023 NYG,2.9722222222222223,2021 DAL,2.1944444444444446,2021 PIT,4.935185185185185,2023 PHI,5.111111111111111,2023 CLE
1.0,2023 DEN,1.3333333333333333,2021 ARI,3.0588235294117645,2023 JAC,1.6666666666666665,2021 HOU,2.6666666666666665,2021 PIT,2.3333333333333335,2023 MIA,2.0740740740740744,2022 MIA,2.9473684210526314,2021 BUF,2.176470588235294,2023 LAC,4.925925925925926,2022 MIN,5.111111111111111,2022 SEA
1.0,2023 DET,1.3333333333333333,2021 LAR,3.0588235294117645,2023 NYJ,1.6578947368421053,2022 JAC,2.6666666666666665,2023 MIA,2.323529411764706,2023 DEN,2.0588235294117645,2021 DET,2.9444444444444446,2023 CLE,2.176470588235294,2022 CLE,4.911764705882353,2021 MIN,5.1,2023 DET
1.0,2023 BUF,1.3235294117647058,2022 CAR,3.0588235294117645,2021 MIN,1.6568627450980393,2022 WAS,2.6176470588235294,2022 ATL,2.323529411764706,2022 CLE,2.0588235294117645,2023 NOS,2.9411764705882355,2023 DEN,2.176470588235294,2022 LAR,4.911764705882353,2022 TEN,5.1,2023 SFO
1.0,2021 MIN,1.3157894736842106,2022 CIN,3.0588235294117645,2023 SEA,1.6481481481481481,2023 PIT,2.611111111111111,2021 PHI,2.323529411764706,2023 NEP,2.0588235294117645,2022 HOU,2.9411764705882355,2021 CAR,2.166666666666667,2022 KCC,4.911764705882353,2023 SEA,5.092592592592593,2022 MIN
1.0,2023 IND,1.307017543859649,2021 BUF,3.0555555555555554,2022 MIN,1.6470588235294117,2022 CLE,2.6052631578947367,2022 CIN,2.308333333333333,2022 PHI,2.0588235294117645,2023 DEN,2.9411764705882355,2021 MIA,2.1666666666666665,2023 CLE,4.911764705882353,2023 JAC,5.091666666666667,2022 KCC
1.0,2023 JAC,1.2962962962962963,2023 PIT,3.0555555555555554,2023 PIT,1.6470588235294117,2022 GBP,2.598039215686274,2021 MIA,2.2941176470588234,2021 CLE,2.0555555555555554,2023 PIT,2.9411764705882355,2023 NYJ,2.1666666666666665,2021 GBP,4.904761904761905,2021 CIN,5.088235294117647,2023 SEA
1.0,2022 SEA,1.2941176470588236,2021 NYG,3.0555555555555554,2021 TEN,1.631578947368421,2021 TBB,2.5789473684210527,2022 JAC,2.2941176470588234,2022 HOU,2.0526315789473686,2021 BUF,2.925,2022 KCC,2.1578947368421053,2023 BUF,4.888888888888889,2021 ARI,5.088235294117647,2023 JAC
1.0,2021 CLE,1.2941176470588236,2023 DEN,3.0476190476190474,2021 CIN,1.6176470588235294,2023 WAS,2.5555555555555554,2021 LVR,2.2941176470588234,2022 NYJ,2.0476190476190474,2021 CIN,2.9,2021 KCC,2.1176470588235294,2021 CLE,4.888888888888889,2021 TEN,5.078431372549019,2023 ARI
1.0,2023 LAR,1.2777777777777777,2021 PHI,3.0294117647058822,2022 IND,1.6111111111111112,2021 NEP,2.5490196078431375,2021 CLE,2.2777777777777777,2022 BUF,2.0294117647058822,2021 DEN,2.898148148148148,2023 PHI,2.111111111111111,2021 PHI,4.882352941176471,2023 LVR,5.0588235294117645,2023 IND
1.0,2021 CIN,1.2777777777777777,2021 GBP,3.0,2023 IND,1.6,2022 PHI,2.5294117647058822,2021 DET,2.2745098039215685,2021 NYG,2.0294117647058822,2023 CIN,2.8947368421052633,2022 DAL,2.111111111111111,2022 MIA,4.882352941176471,2022 CHI,5.0588235294117645,2021 NYJ
1.0,2023 MIA,1.2647058823529411,2022 NYJ,3.0,2023 LVR,1.6,2023 DET,2.5294117647058822,2021 ATL,2.264705882352941,2021 DET,2.0,2023 BUF,2.888888888888889,2022 SEA,2.111111111111111,2021 TEN,4.88235294117647,2021 WAS,5.0588235294117645,2023 LAC
1.0,2021 BUF,1.263157894736842,2023 GBP,3.0,2023 ARI,1.588235294117647,2022 NEP,2.5,2023 NYG,2.264705882352941,2022 WAS,2.0,2022 PHI,2.888888888888889,2022 LAC,2.1052631578947367,2023 GBP,4.852941176470588,2023 IND,5.055555555555555,2021 LVR
1.0,2021 BAL,1.2352941176470589,2023 ATL,3.0,2023 CLE,1.588235294117647,2022 DET,2.473684210526316,2021 TBB,2.235294117647059,2023 LAC,2.0,2023 GBP,2.8823529411764706,2023 LAC,2.1,2023 SFO,4.843137254901961,2021 CLE,5.0476190476190474,2021 CIN
1.0,2023 PIT,1.2352941176470589,2021 NYJ,3.0,2023 TEN,1.588235294117647,2023 SEA,2.4705882352941178,2023 SEA,2.235294117647059,2021 CAR,2.0,2023 JAC,2.8823529411764706,2023 NYG,2.088235294117647,2021 MIA,4.842105263157895,2023 GBP,5.029411764705882,2022 LAR
1.0,2023 SEA,1.2352941176470589,2021 MIA,3.0,2022 PIT,1.5789473684210527,2022 CIN,2.4705882352941178,2021 NYJ,2.235294117647059,2023 CAR,2.0,2023 LAC,2.8823529411764706,2022 NYJ,2.0588235294117645,2022 NYJ,4.803921568627452,2023 CHI,5.029411764705882,2023 NEP
1.0,2023 SFO,1.2333333333333334,2021 KCC,3.0,2023 MIN,1.5555555555555556,2021 GBP,2.4705882352941178,2023 NEP,2.235294117647059,2021 DEN,2.0,2023 LVR,2.8823529411764706,2023 WAS,2.0588235294117645,2023 IND,4.794117647058824,2023 NEP,5.029411764705882,2021 MIA
1.0,2023 TBB,1.225,2022 PHI,3.0,2022 LAC,1.5555555555555556,2021 LVR,2.4649122807017547,2021 BUF,2.235294117647059,2021 MIN,2.0,2023 MIA,2.8823529411764706,2022 CHI,2.0588235294117645,2022 CHI,4.794117647058823,2021 DET,5.026315789473685,2023 BAL
1.0,2023 TEN,1.2105263157894737,2021 TBB,3.0,2021 BAL,1.5526315789473684,2022 DAL,2.4607843137254903,2022 NOS,2.235294117647059,2021 LAC,2.0,2023 NYJ,2.8823529411764706,2022 DEN,2.0588235294117645,2022 ATL,4.794117647058823,2021 HOU,5.019607843137255,2023 CHI
1.0,2023 KCC,1.2058823529411764,2023 LVR,3.0,2021 SEA,1.5392156862745099,2021 DEN,2.4444444444444446,2022 LAC,2.2280701754385968,2023 TBB,2.0,2023 SEA,2.8627450980392157,2022 PIT,2.0588235294117645,2023 NYG,4.764705882352941,2023 ATL,5.017543859649123,2023 TBB
1.0,2022 PIT,1.2058823529411764,2023 ARI,3.0,2022 DET,1.5294117647058822,2023 NYG,2.4411764705882355,2023 JAC,2.2254901960784315,2022 NOS,2.0,2023 ATL,2.8529411764705883,2022 LAR,2.0588235294117645,2021 MIN,4.75,2023 SFO,5.0,2021 DEN
1.0,2021 NEP,1.1944444444444444,2021 NEP,3.0,2021 IND,1.5294117647058822,2021 NOS,2.411764705882353,2023 CIN,2.2058823529411766,2021 CHI,2.0,2021 IND,2.8421052631578947,2022 CIN,2.0555555555555554,2023 PHI,4.7368421052631575,2022 NYG,5.0,2023 HOU
1.0,2022 PHI,1.1764705882352942,2022 PIT,3.0,2022 LVR,1.5,2023 DEN,2.411764705882353,2022 WAS,2.1862745098039214,2023 ARI,2.0,2021 CHI,2.823529411764706,2023 SEA,2.0555555555555554,2023 PIT,4.7368421052631575,2023 BUF,5.0,2023 NOS
1.0,2022 CIN,1.1764705882352942,2021 CLE,2.975,2021 SFO,1.4722222222222223,2021 DAL,2.4,2021 KCC,2.176470588235294,2022 NEP,2.0,2021 ATL,2.7941176470588234,2023 JAC,2.0555555555555554,2022 LAC,4.735294117647059,2021 IND,5.0,2023 MIA
1.0,2022 CHI,1.1764705882352942,2023 IND,2.973684210526316,2022 JAC,1.4705882352941178,2021 CHI,2.3823529411764706,2022 CLE,2.176470588235294,2022 TEN,2.0,2021 NYJ,2.789473684210526,2023 HOU,2.0526315789473686,2022 JAC,4.722222222222222,2022 BAL,5.0,2022 NOS
1.0,2022 BUF,1.175,2022 KCC,2.9722222222222223,2022 SEA,1.4444444444444444,2023 PHI,2.3684210526315788,2023 BAL,2.1666666666666665,2021 CIN,2.0,2021 SEA,2.7777777777777777,2021 ARI,2.0526315789473686,2022 CIN,4.722222222222221,2021 LVR,5.0,2021 LAC
1.0,2022 BAL,1.1666666666666667,2021 LVR,2.9705882352941178,2021 NYG,1.4444444444444444,2022 MIA,2.3529411764705883,2022 LVR,2.1666666666666665,2021 LAR,2.0,2021 SFO,2.764705882352941,2022 LVR,2.0476190476190474,2021 CIN,4.705882352941177,2022 CLE,4.980392156862745,2022 HOU
1.0,2022 ATL,1.1428571428571428,2021 CIN,2.9705882352941178,2021 LAC,1.4166666666666667,2023 DAL,2.3529411764705883,2023 LVR,2.1666666666666665,2021 LVR,2.0,2021 TEN,2.764705882352941,2022 CLE,2.0294117647058822,2023 NYJ,4.705882352941177,2022 LVR,4.970588235294118,2021 HOU
1.0,2021 LVR,1.1176470588235294,2022 TEN,2.95,2023 DET,1.411764705882353,2021 NYJ,2.3333333333333335,2022 BAL,2.1470588235294117,2022 DEN,2.0,2022 BUF,2.764705882352941,2021 CHI,2.0294117647058822,2021 IND,4.694444444444445,2021 NEP,4.970588235294118,2021 CHI
1.0,2021 WAS,1.1176470588235294,2021 IND,2.9473684210526314,2023 BUF,1.411764705882353,2023 TEN,2.333333333333333,2021 BAL,2.1470588235294117,2023 CIN,1.9814814814814814,2022 MIN,2.764705882352941,2021 MIN,2.0294117647058822,2023 CIN,4.686274509803922,2022 NOS,4.970588235294118,2023 NYJ
1.0,2021 TEN,1.1176470588235294,2022 IND,2.9444444444444446,2021 PHI,1.411764705882353,2022 LVR,2.325,2023 SFO,2.1176470588235294,2023 NOS,1.980392156862745,2021 CLE,2.764705882352941,2022 NEP,2.019607843137255,2022 DET,4.6764705882352935,2022 IND,4.953703703703703,2023 PHI
1.0,2021 TBB,1.1176470588235294,2021 CAR,2.9444444444444446,2023 PHI,1.394736842105263,2022 NYG,2.3157894736842106,2023 HOU,2.1176470588235294,2022 GBP,1.9736842105263157,2022 CIN,2.764705882352941,2022 NOS,2.0,2021 SEA,4.6764705882352935,2022 WAS,4.95,2022 SFO
1.0,2021 SFO,1.1176470588235294,2023 NEP,2.9411764705882355,2023 NEP,1.3823529411764706,2023 CAR,2.3055555555555554,2022 BUF,2.111111111111111,2021 GBP,1.9705882352941178,2022 TEN,2.7058823529411766,2021 SEA,2.0,2023 NOS,4.657894736842105,2023 HOU,4.949999999999999,2022 PHI
1.0,2021 SEA,1.1176470588235294,2021 JAC,2.9411764705882355,2021 CAR,1.380952380952381,2021 LAR,2.2941176470588234,2023 NYJ,2.0925925925925926,2023 PHI,1.9607843137254903,2022 GBP,2.7058823529411766,2022 GBP,2.0,2023 MIA,4.637254901960784,2022 LAR,4.947368421052632,2021 BUF
1.0,2021 PIT,1.1176470588235294,2021 CHI,2.9411764705882355,2022 NYJ,1.368421052631579,2023 HOU,2.2941176470588234,2023 MIN,2.0588235294117645,2021 SEA,1.95,2022 KCC,2.638888888888889,2021 PIT,2.0,2023 LVR,4.633333333333334,2022 SFO,4.947368421052632,2021 TBB
1.0,2021 PHI,1.1111111111111112,2022 LAC,2.9411764705882355,2023 WAS,1.3627450980392157,2023 CHI,2.263157894736842,2022 NYG,2.0555555555555554,2021 ARI,1.9473684210526316,2023 TBB,2.6315789473684212,2021 TBB,2.0,2021 LAC,4.619047619047619,2023 KCC,4.944444444444445,2022 LAC
1.0,2021 NYJ,1.105263157894737,2023 TBB,2.9411764705882355,2022 WAS,1.3611111111111112,2023 CLE,2.235294117647059,2021 IND,2.0277777777777777,2022 TBB,1.9411764705882353,2022 LVR,2.619047619047619,2023 KCC,2.0,2021 LVR,4.611111111111111,2021 PHI,4.9411764705882355,2023 NYG
1.0,2021 MIA,1.088235294117647,2022 HOU,2.911764705882353,2023 NOS,1.3529411764705883,2021 DET,2.2058823529411766,2022 CHI,2.0,2023 GBP,1.9411764705882353,2021 LAC,2.588235294117647,2023 CAR,2.0,2021 ARI,4.588235294117647,2023 WAS,4.9411764705882355,2022 NYJ
1.0,2022 CLE,1.088235294117647,2022 NEP,2.9074074074074074,2022 MIA,1.3055555555555556,2022 TBB,2.176470588235294,2023 WAS,2.0,2021 HOU,1.9411764705882353,2022 WAS,2.5526315789473686,2023 BAL,2.0,2021 DEN,4.583333333333334,2023 CLE,4.9411764705882355,2022 CHI
1.0,2022 DAL,1.088235294117647,2021 SEA,2.875,2022 KCC,1.2941176470588236,2022 ARI,2.138888888888889,2022 MIN,2.0,2022 SEA,1.9411764705882353,2021 JAC,2.5294117647058822,2022 WAS,2.0,2022 DEN,4.583333333333333,2022 BUF,4.9411764705882355,2022 CLE
1.0,2022 DEN,1.088235294117647,2023 NOS,2.872549019607843,2023 CHI,1.2941176470588236,2021 WAS,2.0789473684210527,2023 BUF,2.0,2023 LAR,1.9411764705882353,2022 DEN,2.5294117647058822,2022 ATL,2.0,2023 CHI,4.5588235294117645,2023 CIN,4.9411764705882355,2022 GBP
1.0,2022 LVR,1.0833333333333333,2022 MIN,2.8529411764705883,2021 CLE,1.2894736842105263,2023 GBP,2.0588235294117645,2022 NEP,2.0,2021 NEP,1.9019607843137256,2021 MIA,2.5,2023 LAR,2.0,2022 HOU,4.529411764705882,2022 PIT,4.894736842105264,2022 CIN
1.0,2021 JAC,1.0833333333333333,2022 SEA,2.8529411764705883,2022 NOS,1.275,2022 SFO,2.0490196078431375,2023 TEN,2.0,2021 PHI,1.8888888888888888,2021 GBP,2.4814814814814814,2022 MIA,2.0,2021 BUF,4.470588235294118,2022 CAR,4.882352941176471,2022 DEN
1.0,2022 NYG,1.0784313725490196,2023 NYJ,2.8529411764705883,2022 CAR,1.263157894736842,2023 TBB,2.0294117647058822,2022 NYJ,1.9509803921568627,2022 LAR,1.8823529411764706,2021 WAS,2.4705882352941178,2021 WAS,2.0,2022 MIN,4.46078431372549,2022 DET,4.882352941176471,2023 CAR
1.0,2022 NOS,1.0784313725490196,2021 HOU,2.823529411764706,2022 DEN,1.25,2021 KCC,2.0,2022 CAR,1.95,2021 KCC,1.8627450980392157,2021 BAL,2.411764705882353,2022 TEN,2.0,2022 BUF,4.4,2021 SFO,4.882352941176471,2023 DEN
1.0,2021 KCC,1.0588235294117647,2021 ATL,2.8,2023 SFO,1.2407407407407407,2023 LAR,2.0,2022 IND,1.9166666666666667,2021 TEN,1.8333333333333335,2023 TEN,2.388888888888889,2022 TBB,1.9411764705882353,2022 CAR,4.35,2021 KCC,4.882352941176471,2021 ATL
